datetime;upper_band;middle_band;lower_band
2025-11-17 09:00:00;1.16504;1.16268;1.16033
2025-11-15 08:00:00;1.16513;1.16275;1.16036
2025-11-15 07:00:00;1.16517;1.16284;1.16051
2025-11-15 06:00:00;1.16522;1.16290;1.16059
2025-11-15 05:00:00;1.16522;1.16296;1.16070
2025-11-15 04:00:00;1.16526;1.16306;1.16087
2025-11-15 03:00:00;1.16523;1.16316;1.16109
2025-11-15 02:00:00;1.16519;1.16324;1.16129
2025-11-15 01:00:00;1.16509;1.16336;1.16162
2025-11-15 00:00:00;1.16512;1.16343;1.16175
2025-11-14 23:00:00;1.16533;1.16350;1.16167
2025-11-14 22:00:00;1.16524;1.16348;1.16171
2025-11-14 21:00:00;1.16519;1.16357;1.16195
2025-11-14 20:00:00;1.16499;1.16364;1.16229
2025-11-14 19:00:00;1.16503;1.16363;1.16223
2025-11-14 18:00:00;1.16509;1.16359;1.16209
2025-11-14 17:00:00;1.16541;1.16346;1.16151
2025-11-14 16:00:00;1.16546;1.16336;1.16125
2025-11-14 15:00:00;1.16533;1.16320;1.16107
2025-11-14 14:00:00;1.16522;1.16314;1.16105
2025-11-14 13:00:00;1.16524;1.16300;1.16076
2025-11-14 12:00:00;1.16568;1.16275;1.15981
2025-11-14 11:00:00;1.16601;1.16249;1.15898
2025-11-14 10:00:00;1.16608;1.16228;1.15847
2025-11-14 09:00:00;1.16612;1.16208;1.15803
2025-11-14 08:00:00;1.16603;1.16184;1.15765
2025-11-14 07:00:00;1.16593;1.16162;1.15731
2025-11-14 06:00:00;1.16585;1.16136;1.15686
2025-11-14 05:00:00;1.16561;1.16114;1.15667
2025-11-14 04:00:00;1.16527;1.16090;1.15652
2025-11-14 03:00:00;1.16458;1.16061;1.15664
2025-11-14 02:00:00;1.16383;1.16031;1.15680
2025-11-14 01:00:00;1.16323;1.16005;1.15688
2025-11-14 00:00:00;1.16281;1.15986;1.15691
2025-11-13 23:00:00;1.16251;1.15972;1.15694
2025-11-13 22:00:00;1.16209;1.15956;1.15703
2025-11-13 21:00:00;1.16197;1.15950;1.15702
2025-11-13 20:00:00;1.16171;1.15929;1.15688
2025-11-13 19:00:00;1.16139;1.15907;1.15675
2025-11-13 18:00:00;1.16043;1.15881;1.15718
2025-11-13 17:00:00;1.15994;1.15864;1.15734
2025-11-13 16:00:00;1.16004;1.15856;1.15709
2025-11-13 15:00:00;1.16013;1.15850;1.15688
2025-11-13 14:00:00;1.16008;1.15845;1.15682
2025-11-13 13:00:00;1.16002;1.15841;1.15680
2025-11-13 12:00:00;1.15996;1.15837;1.15678
2025-11-13 11:00:00;1.15991;1.15831;1.15672
2025-11-13 10:00:00;1.15993;1.15827;1.15661
2025-11-13 09:00:00;1.15981;1.15820;1.15659
2025-11-13 08:00:00;1.15972;1.15814;1.15657
2025-11-13 07:00:00;1.15955;1.15805;1.15656
2025-11-13 06:00:00;1.15943;1.15800;1.15657
2025-11-13 05:00:00;1.15944;1.15801;1.15657
2025-11-13 04:00:00;1.15940;1.15799;1.15659
2025-11-13 03:00:00;1.15923;1.15794;1.15665
2025-11-13 02:00:00;1.15909;1.15790;1.15672
2025-11-13 01:00:00;1.15884;1.15785;1.15686
2025-11-13 00:00:00;1.15909;1.15794;1.15678
2025-11-12 23:00:00;1.15935;1.15806;1.15676
2025-11-12 22:00:00;1.15953;1.15814;1.15675
2025-11-12 21:00:00;1.15973;1.15823;1.15673
2025-11-12 20:00:00;1.15997;1.15838;1.15679
2025-11-12 19:00:00;1.16015;1.15853;1.15691
2025-11-12 18:00:00;1.16022;1.15849;1.15676
2025-11-12 17:00:00;1.16026;1.15844;1.15661
2025-11-12 16:00:00;1.16027;1.15839;1.15651
2025-11-12 15:00:00;1.16035;1.15834;1.15632
2025-11-12 14:00:00;1.16057;1.15825;1.15593
2025-11-12 13:00:00;1.16068;1.15816;1.15564
2025-11-12 12:00:00;1.16085;1.15802;1.15520
2025-11-12 11:00:00;1.16089;1.15796;1.15502
2025-11-12 10:00:00;1.16093;1.15785;1.15476
2025-11-12 09:00:00;1.16089;1.15769;1.15450
2025-11-12 08:00:00;1.16086;1.15753;1.15420
2025-11-12 07:00:00;1.16082;1.15739;1.15396
2025-11-12 06:00:00;1.16076;1.15723;1.15371
2025-11-12 05:00:00;1.16064;1.15710;1.15356
2025-11-12 04:00:00;1.16036;1.15693;1.15350
2025-11-12 03:00:00;1.15998;1.15674;1.15349
2025-11-12 02:00:00;1.15961;1.15659;1.15357
2025-11-12 01:00:00;1.15914;1.15642;1.15371
2025-11-12 00:00:00;1.15837;1.15621;1.15405
2025-11-11 23:00:00;1.15723;1.15601;1.15479
2025-11-11 22:00:00;1.15717;1.15589;1.15460
2025-11-11 21:00:00;1.15702;1.15575;1.15449
2025-11-11 20:00:00;1.15680;1.15571;1.15462
2025-11-11 19:00:00;1.15685;1.15572;1.15459
2025-11-11 18:00:00;1.15702;1.15579;1.15456
2025-11-11 17:00:00;1.15706;1.15581;1.15455
2025-11-11 16:00:00;1.15711;1.15586;1.15462
2025-11-11 15:00:00;1.15720;1.15590;1.15459
2025-11-11 14:00:00;1.15739;1.15597;1.15454
2025-11-11 13:00:00;1.15749;1.15602;1.15456
2025-11-11 12:00:00;1.15748;1.15603;1.15458
2025-11-11 11:00:00;1.15750;1.15607;1.15464
2025-11-11 10:00:00;1.15749;1.15611;1.15474
2025-11-11 09:00:00;1.15749;1.15610;1.15471
2025-11-11 08:00:00;1.15749;1.15610;1.15470
2025-11-11 07:00:00;1.15749;1.15610;1.15471
2025-11-11 06:00:00;1.15747;1.15605;1.15464
2025-11-11 05:00:00;1.15755;1.15597;1.15438
2025-11-11 04:00:00;1.15756;1.15597;1.15438
2025-11-11 03:00:00;1.15761;1.15600;1.15439
2025-11-11 02:00:00;1.15756;1.15609;1.15462
2025-11-11 01:00:00;1.15746;1.15616;1.15486
2025-11-11 00:00:00;1.15750;1.15618;1.15485
2025-11-10 23:00:00;1.15778;1.15624;1.15470
2025-11-10 22:00:00;1.15795;1.15629;1.15462
2025-11-10 21:00:00;1.15804;1.15633;1.15461
2025-11-10 20:00:00;1.15815;1.15638;1.15461
2025-11-10 19:00:00;1.15814;1.15638;1.15461
2025-11-10 18:00:00;1.15805;1.15629;1.15454
2025-11-10 17:00:00;1.15799;1.15625;1.15450
2025-11-10 16:00:00;1.15802;1.15623;1.15444
2025-11-10 15:00:00;1.15817;1.15611;1.15405
2025-11-10 14:00:00;1.15833;1.15598;1.15363
2025-11-10 13:00:00;1.15850;1.15587;1.15323
2025-11-10 12:00:00;1.15863;1.15574;1.15285
2025-11-10 11:00:00;1.15867;1.15562;1.15256
2025-11-10 10:00:00;1.15870;1.15553;1.15235
2025-11-10 09:00:00;1.15872;1.15550;1.15227
2025-11-08 08:00:00;1.15869;1.15540;1.15212
2025-11-08 07:00:00;1.15857;1.15527;1.15196
2025-11-08 06:00:00;1.15845;1.15514;1.15184
2025-11-08 05:00:00;1.15838;1.15509;1.15180
2025-11-08 04:00:00;1.15817;1.15497;1.15177
2025-11-08 03:00:00;1.15767;1.15480;1.15193
2025-11-08 02:00:00;1.15716;1.15465;1.15214
2025-11-08 01:00:00;1.15673;1.15451;1.15229
2025-11-08 00:00:00;1.15619;1.15438;1.15256
2025-11-07 23:00:00;1.15569;1.15424;1.15279
2025-11-07 22:00:00;1.15547;1.15415;1.15283
2025-11-07 21:00:00;1.15513;1.15405;1.15298
2025-11-07 20:00:00;1.15517;1.15391;1.15264
2025-11-07 19:00:00;1.15517;1.15389;1.15262
2025-11-07 18:00:00;1.15519;1.15387;1.15254
2025-11-07 17:00:00;1.15534;1.15381;1.15227
2025-11-07 16:00:00;1.15562;1.15370;1.15179
2025-11-07 15:00:00;1.15577;1.15360;1.15144
2025-11-07 14:00:00;1.15578;1.15353;1.15128
2025-11-07 13:00:00;1.15592;1.15338;1.15084
2025-11-07 12:00:00;1.15599;1.15321;1.15043
2025-11-07 11:00:00;1.15599;1.15307;1.15016
2025-11-07 10:00:00;1.15597;1.15291;1.14985
2025-11-07 09:00:00;1.15578;1.15270;1.14963
2025-11-07 08:00:00;1.15561;1.15251;1.14940
2025-11-07 07:00:00;1.15534;1.15231;1.14928
2025-11-07 06:00:00;1.15504;1.15208;1.14911
2025-11-07 05:00:00;1.15477;1.15183;1.14889
2025-11-07 04:00:00;1.15439;1.15156;1.14872
2025-11-07 03:00:00;1.15411;1.15132;1.14853
2025-11-07 02:00:00;1.15382;1.15107;1.14832
2025-11-07 01:00:00;1.15343;1.15080;1.14818
2025-11-07 00:00:00;1.15339;1.15060;1.14782
2025-11-06 23:00:00;1.15297;1.15033;1.14768
2025-11-06 22:00:00;1.15257;1.15009;1.14762
2025-11-06 21:00:00;1.15237;1.14989;1.14741
2025-11-06 20:00:00;1.15224;1.14977;1.14730
2025-11-06 19:00:00;1.15212;1.14957;1.14702
2025-11-06 18:00:00;1.15166;1.14941;1.14716
2025-11-06 17:00:00;1.15149;1.14931;1.14714
2025-11-06 16:00:00;1.15132;1.14920;1.14708
2025-11-06 15:00:00;1.15103;1.14907;1.14711
2025-11-06 14:00:00;1.15079;1.14898;1.14717
2025-11-06 13:00:00;1.15052;1.14889;1.14725
2025-11-06 12:00:00;1.15025;1.14880;1.14735
2025-11-06 11:00:00;1.14990;1.14872;1.14754
2025-11-06 10:00:00;1.14968;1.14867;1.14766
2025-11-06 09:00:00;1.14956;1.14863;1.14770
2025-11-06 08:00:00;1.14951;1.14861;1.14772
2025-11-06 07:00:00;1.14947;1.14860;1.14773
2025-11-06 06:00:00;1.14945;1.14858;1.14771
2025-11-06 05:00:00;1.14944;1.14858;1.14771
2025-11-06 04:00:00;1.14944;1.14859;1.14774
2025-11-06 03:00:00;1.14943;1.14860;1.14778
2025-11-06 02:00:00;1.14944;1.14858;1.14772
2025-11-06 01:00:00;1.14945;1.14858;1.14771
2025-11-06 00:00:00;1.14944;1.14857;1.14770
2025-11-05 23:00:00;1.14932;1.14862;1.14792
2025-11-05 22:00:00;1.14931;1.14861;1.14792
2025-11-05 21:00:00;1.14935;1.14863;1.14791
2025-11-05 20:00:00;1.14936;1.14862;1.14788
2025-11-05 19:00:00;1.14944;1.14866;1.14788
2025-11-05 18:00:00;1.14943;1.14865;1.14788
2025-11-05 17:00:00;1.14945;1.14866;1.14788
2025-11-05 16:00:00;1.14982;1.14874;1.14767
2025-11-05 15:00:00;1.15000;1.14879;1.14757
2025-11-05 14:00:00;1.15059;1.14891;1.14722
2025-11-05 13:00:00;1.15147;1.14910;1.14674
2025-11-05 12:00:00;1.15204;1.14928;1.14652
2025-11-05 11:00:00;1.15228;1.14939;1.14651
2025-11-05 10:00:00;1.15246;1.14953;1.14659
2025-11-05 09:00:00;1.15265;1.14967;1.14668
2025-11-05 08:00:00;1.15280;1.14980;1.14680
2025-11-05 07:00:00;1.15288;1.14993;1.14699
2025-11-05 06:00:00;1.15291;1.15008;1.14724
2025-11-05 05:00:00;1.15303;1.15028;1.14752
2025-11-05 04:00:00;1.15319;1.15046;1.14774
2025-11-05 03:00:00;1.15327;1.15064;1.14801
2025-11-05 02:00:00;1.15337;1.15079;1.14821
2025-11-05 01:00:00;1.15344;1.15093;1.14843
2025-11-05 00:00:00;1.15336;1.15114;1.14892
2025-11-04 23:00:00;1.15345;1.15132;1.14918
2025-11-04 22:00:00;1.15346;1.15152;1.14958
2025-11-04 21:00:00;1.15319;1.15163;1.15007
2025-11-04 20:00:00;1.15314;1.15167;1.15021
2025-11-04 19:00:00;1.15303;1.15172;1.15041
2025-11-04 18:00:00;1.15304;1.15173;1.15043
2025-11-04 17:00:00;1.15290;1.15167;1.15045
2025-11-04 16:00:00;1.15282;1.15163;1.15045
2025-11-04 15:00:00;1.15282;1.15165;1.15047
2025-11-04 14:00:00;1.15281;1.15166;1.15051
2025-11-04 13:00:00;1.15332;1.15180;1.15027
2025-11-04 12:00:00;1.15366;1.15193;1.15021
2025-11-04 11:00:00;1.15386;1.15206;1.15027
2025-11-04 10:00:00;1.15399;1.15219;1.15039
2025-11-04 09:00:00;1.15414;1.15227;1.15039
2025-11-04 08:00:00;1.15423;1.15232;1.15041
2025-11-04 07:00:00;1.15427;1.15235;1.15044
2025-11-04 06:00:00;1.15429;1.15238;1.15048
2025-11-04 05:00:00;1.15433;1.15243;1.15052
2025-11-04 04:00:00;1.15443;1.15248;1.15053
2025-11-04 03:00:00;1.15452;1.15252;1.15052
2025-11-04 02:00:00;1.15457;1.15254;1.15051
2025-11-04 01:00:00;1.15454;1.15261;1.15068
2025-11-04 00:00:00;1.15448;1.15267;1.15086
2025-11-03 23:00:00;1.15440;1.15274;1.15109
2025-11-03 22:00:00;1.15440;1.15281;1.15122
2025-11-03 21:00:00;1.15450;1.15293;1.15137
2025-11-03 20:00:00;1.15447;1.15303;1.15158
2025-11-03 19:00:00;1.15446;1.15315;1.15184
2025-11-03 18:00:00;1.15478;1.15336;1.15194
2025-11-03 17:00:00;1.15552;1.15349;1.15147
2025-11-03 16:00:00;1.15622;1.15366;1.15109
2025-11-03 15:00:00;1.15692;1.15386;1.15079
2025-11-03 14:00:00;1.15740;1.15404;1.15068
2025-11-03 13:00:00;1.15770;1.15419;1.15068
2025-11-03 12:00:00;1.15792;1.15434;1.15077
2025-11-03 11:00:00;1.15820;1.15455;1.15089
2025-11-03 10:00:00;1.15849;1.15478;1.15106
2025-11-03 09:00:00;1.15866;1.15497;1.15129
2025-11-01 08:00:00;1.15884;1.15515;1.15145
2025-11-01 07:00:00;1.15899;1.15531;1.15163
2025-11-01 06:00:00;1.15919;1.15551;1.15182
2025-11-01 05:00:00;1.15923;1.15574;1.15226
2025-11-01 04:00:00;1.15912;1.15596;1.15281
2025-11-01 03:00:00;1.15890;1.15618;1.15346
2025-11-01 02:00:00;1.15867;1.15635;1.15404
2025-11-01 01:00:00;1.15853;1.15648;1.15442
2025-11-01 00:00:00;1.15815;1.15664;1.15513
2025-10-31 23:00:00;1.15765;1.15677;1.15590
2025-10-31 22:00:00;1.15750;1.15685;1.15619
2025-10-31 21:00:00;1.15751;1.15683;1.15616
2025-10-31 20:00:00;1.15754;1.15684;1.15615
2025-10-31 19:00:00;1.15756;1.15685;1.15613
2025-10-31 18:00:00;1.15769;1.15677;1.15585
2025-10-31 17:00:00;1.15853;1.15693;1.15534
2025-10-31 16:00:00;1.15941;1.15716;1.15491
2025-10-31 15:00:00;1.16039;1.15740;1.15442
2025-10-31 14:00:00;1.16114;1.15762;1.15411
2025-10-31 13:00:00;1.16179;1.15788;1.15396
2025-10-31 12:00:00;1.16240;1.15814;1.15387
2025-10-31 11:00:00;1.16302;1.15841;1.15381
2025-10-31 10:00:00;1.16372;1.15870;1.15369
2025-10-31 09:00:00;1.16403;1.15892;1.15381
2025-10-31 08:00:00;1.16432;1.15916;1.15401
2025-10-31 07:00:00;1.16451;1.15939;1.15428
2025-10-31 06:00:00;1.16462;1.15963;1.15463
2025-10-31 05:00:00;1.16460;1.15982;1.15503
2025-10-31 04:00:00;1.16457;1.16000;1.15543
2025-10-31 03:00:00;1.16448;1.16018;1.15589
2025-10-31 02:00:00;1.16438;1.16034;1.15630
2025-10-31 01:00:00;1.16414;1.16052;1.15689
2025-10-31 00:00:00;1.16398;1.16063;1.15727
2025-10-30 23:00:00;1.16449;1.16098;1.15748
2025-10-30 22:00:00;1.16462;1.16150;1.15838
2025-10-30 21:00:00;1.16549;1.16183;1.15816
2025-10-30 20:00:00;1.16591;1.16204;1.15817
2025-10-30 19:00:00;1.16608;1.16214;1.15821
2025-10-30 18:00:00;1.16619;1.16223;1.15826
2025-10-30 17:00:00;1.16637;1.16234;1.15831
2025-10-30 16:00:00;1.16663;1.16248;1.15832
2025-10-30 15:00:00;1.16679;1.16257;1.15834
2025-10-30 14:00:00;1.16675;1.16254;1.15832
2025-10-30 13:00:00;1.16682;1.16262;1.15842
2025-10-30 12:00:00;1.16687;1.16268;1.15850
2025-10-30 11:00:00;1.16692;1.16277;1.15863
2025-10-30 10:00:00;1.16697;1.16288;1.15880
2025-10-30 09:00:00;1.16698;1.16306;1.15914
2025-10-30 08:00:00;1.16704;1.16328;1.15952
2025-10-30 07:00:00;1.16706;1.16350;1.15994
2025-10-30 06:00:00;1.16707;1.16376;1.16046
2025-10-30 05:00:00;1.16694;1.16405;1.16116
2025-10-30 04:00:00;1.16639;1.16433;1.16227
2025-10-30 03:00:00;1.16646;1.16436;1.16226
2025-10-30 02:00:00;1.16637;1.16433;1.16230
2025-10-30 01:00:00;1.16614;1.16428;1.16241
2025-10-30 00:00:00;1.16636;1.16434;1.16231
2025-10-29 23:00:00;1.16663;1.16446;1.16230
2025-10-29 22:00:00;1.16694;1.16463;1.16232
2025-10-29 21:00:00;1.16707;1.16472;1.16237
2025-10-29 20:00:00;1.16720;1.16479;1.16237
2025-10-29 19:00:00;1.16720;1.16477;1.16235
2025-10-29 18:00:00;1.16708;1.16485;1.16262
2025-10-29 17:00:00;1.16712;1.16498;1.16284
2025-10-29 16:00:00;1.16716;1.16515;1.16314
2025-10-29 15:00:00;1.16708;1.16528;1.16347
2025-10-29 14:00:00;1.16695;1.16537;1.16379
2025-10-29 13:00:00;1.16686;1.16546;1.16406
2025-10-29 12:00:00;1.16685;1.16551;1.16416
2025-10-29 11:00:00;1.16695;1.16559;1.16423
2025-10-29 10:00:00;1.16709;1.16565;1.16422
2025-10-29 09:00:00;1.16711;1.16567;1.16422
2025-10-29 08:00:00;1.16711;1.16569;1.16426
2025-10-29 07:00:00;1.16713;1.16571;1.16429
2025-10-29 06:00:00;1.16713;1.16573;1.16433
2025-10-29 05:00:00;1.16713;1.16573;1.16432
2025-10-29 04:00:00;1.16708;1.16567;1.16425
2025-10-29 03:00:00;1.16705;1.16558;1.16411
2025-10-29 02:00:00;1.16692;1.16547;1.16403
2025-10-29 01:00:00;1.16689;1.16542;1.16395
2025-10-29 00:00:00;1.16683;1.16537;1.16392
2025-10-28 23:00:00;1.16685;1.16536;1.16388
2025-10-28 22:00:00;1.16689;1.16535;1.16380
2025-10-28 21:00:00;1.16694;1.16524;1.16353
2025-10-28 20:00:00;1.16682;1.16511;1.16341
2025-10-28 19:00:00;1.16681;1.16501;1.16321
2025-10-28 18:00:00;1.16679;1.16495;1.16311
2025-10-28 17:00:00;1.16674;1.16490;1.16307
2025-10-28 16:00:00;1.16666;1.16483;1.16300
2025-10-28 15:00:00;1.16642;1.16470;1.16297
2025-10-28 14:00:00;1.16615;1.16451;1.16288
2025-10-28 13:00:00;1.16612;1.16431;1.16251
2025-10-28 12:00:00;1.16603;1.16417;1.16232
2025-10-28 11:00:00;1.16583;1.16401;1.16219
2025-10-28 10:00:00;1.16566;1.16385;1.16205
2025-10-28 09:00:00;1.16549;1.16374;1.16198
2025-10-28 08:00:00;1.16531;1.16364;1.16197
2025-10-28 07:00:00;1.16523;1.16361;1.16199
2025-10-28 06:00:00;1.16513;1.16356;1.16199
2025-10-28 05:00:00;1.16496;1.16348;1.16200
2025-10-28 04:00:00;1.16467;1.16337;1.16207
2025-10-28 03:00:00;1.16465;1.16331;1.16196
2025-10-28 02:00:00;1.16461;1.16324;1.16187
2025-10-28 01:00:00;1.16459;1.16322;1.16186
2025-10-28 00:00:00;1.16450;1.16315;1.16181
2025-10-27 23:00:00;1.16445;1.16311;1.16177
2025-10-27 22:00:00;1.16431;1.16303;1.16176
2025-10-27 21:00:00;1.16402;1.16293;1.16185
2025-10-27 20:00:00;1.16379;1.16285;1.16192
2025-10-27 19:00:00;1.16362;1.16279;1.16196
2025-10-27 18:00:00;1.16369;1.16282;1.16195
2025-10-27 17:00:00;1.16378;1.16279;1.16181
2025-10-27 16:00:00;1.16391;1.16272;1.16154
2025-10-27 15:00:00;1.16402;1.16265;1.16128
2025-10-27 14:00:00;1.16411;1.16259;1.16106
2025-10-27 13:00:00;1.16410;1.16254;1.16098
2025-10-27 12:00:00;1.16408;1.16244;1.16080
2025-10-27 11:00:00;1.16398;1.16227;1.16056
2025-10-27 10:00:00;1.16386;1.16213;1.16041
2025-10-27 09:00:00;1.16375;1.16202;1.16029
2025-10-25 08:00:00;1.16367;1.16192;1.16016
2025-10-25 07:00:00;1.16362;1.16184;1.16006
2025-10-25 06:00:00;1.16356;1.16181;1.16005
2025-10-25 05:00:00;1.16337;1.16173;1.16010
2025-10-25 04:00:00;1.16328;1.16169;1.16011
2025-10-25 03:00:00;1.16314;1.16163;1.16012
2025-10-25 02:00:00;1.16304;1.16159;1.16014
2025-10-25 01:00:00;1.16293;1.16154;1.16016
2025-10-25 00:00:00;1.16281;1.16150;1.16019
2025-10-24 23:00:00;1.16264;1.16143;1.16022
2025-10-24 22:00:00;1.16212;1.16129;1.16047
2025-10-24 21:00:00;1.16211;1.16129;1.16047
2025-10-24 20:00:00;1.16214;1.16130;1.16047
2025-10-24 19:00:00;1.16215;1.16128;1.16041
2025-10-24 18:00:00;1.16225;1.16123;1.16021
2025-10-24 17:00:00;1.16253;1.16107;1.15961
2025-10-24 16:00:00;1.16272;1.16095;1.15918
2025-10-24 15:00:00;1.16279;1.16090;1.15901
2025-10-24 14:00:00;1.16281;1.16084;1.15887
2025-10-24 13:00:00;1.16279;1.16079;1.15879
2025-10-24 12:00:00;1.16281;1.16072;1.15864
2025-10-24 11:00:00;1.16278;1.16068;1.15858
2025-10-24 10:00:00;1.16264;1.16058;1.15853
2025-10-24 09:00:00;1.16253;1.16046;1.15839
2025-10-24 08:00:00;1.16236;1.16035;1.15835
2025-10-24 07:00:00;1.16221;1.16027;1.15832
2025-10-24 06:00:00;1.16202;1.16020;1.15838
2025-10-24 05:00:00;1.16192;1.16017;1.15842
2025-10-24 04:00:00;1.16189;1.16016;1.15844
2025-10-24 03:00:00;1.16199;1.16019;1.15839
2025-10-24 02:00:00;1.16203;1.16021;1.15838
2025-10-24 01:00:00;1.16191;1.16016;1.15842
2025-10-24 00:00:00;1.16179;1.16013;1.15847
2025-10-23 23:00:00;1.16191;1.16017;1.15842
2025-10-23 22:00:00;1.16217;1.16026;1.15836
2025-10-23 21:00:00;1.16223;1.16040;1.15857
2025-10-23 20:00:00;1.16226;1.16053;1.15881
2025-10-23 19:00:00;1.16225;1.16054;1.15883
2025-10-23 18:00:00;1.16241;1.16047;1.15854
2025-10-23 17:00:00;1.16254;1.16038;1.15823
2025-10-23 16:00:00;1.16260;1.16034;1.15807
2025-10-23 15:00:00;1.16260;1.16031;1.15801
2025-10-23 14:00:00;1.16260;1.16030;1.15800
2025-10-23 13:00:00;1.16259;1.16034;1.15809
2025-10-23 12:00:00;1.16265;1.16041;1.15816
2025-10-23 11:00:00;1.16274;1.16048;1.15822
2025-10-23 10:00:00;1.16278;1.16051;1.15824
2025-10-23 09:00:00;1.16275;1.16050;1.15824
2025-10-23 08:00:00;1.16267;1.16046;1.15825
2025-10-23 07:00:00;1.16253;1.16040;1.15826
2025-10-23 06:00:00;1.16249;1.16037;1.15825
2025-10-23 05:00:00;1.16247;1.16036;1.15825
2025-10-23 04:00:00;1.16244;1.16034;1.15824
2025-10-23 03:00:00;1.16235;1.16030;1.15826
2025-10-23 02:00:00;1.16211;1.16020;1.15830
2025-10-23 01:00:00;1.16196;1.16014;1.15832
2025-10-23 00:00:00;1.16182;1.16009;1.15836
2025-10-22 23:00:00;1.16184;1.16013;1.15842
2025-10-22 22:00:00;1.16178;1.16026;1.15875
2025-10-22 21:00:00;1.16173;1.16043;1.15913
2025-10-22 20:00:00;1.16150;1.16052;1.15954
2025-10-22 19:00:00;1.16152;1.16061;1.15970
2025-10-22 18:00:00;1.16152;1.16068;1.15983
2025-10-22 17:00:00;1.16157;1.16074;1.15990
2025-10-22 16:00:00;1.16173;1.16078;1.15983
2025-10-22 15:00:00;1.16189;1.16081;1.15974
2025-10-22 14:00:00;1.16209;1.16087;1.15966
2025-10-22 13:00:00;1.16238;1.16096;1.15955
2025-10-22 12:00:00;1.16279;1.16108;1.15937
2025-10-22 11:00:00;1.16299;1.16118;1.15938
2025-10-22 10:00:00;1.16339;1.16134;1.15929
2025-10-22 09:00:00;1.16369;1.16150;1.15930
2025-10-22 08:00:00;1.16393;1.16164;1.15935
2025-10-22 07:00:00;1.16439;1.16183;1.15926
2025-10-22 06:00:00;1.16492;1.16209;1.15926
2025-10-22 05:00:00;1.16521;1.16233;1.15944
2025-10-22 04:00:00;1.16547;1.16253;1.15960
2025-10-22 03:00:00;1.16568;1.16276;1.15984
2025-10-22 02:00:00;1.16577;1.16292;1.16007
2025-10-22 01:00:00;1.16586;1.16305;1.16023
2025-10-22 00:00:00;1.16588;1.16326;1.16064
2025-10-21 23:00:00;1.16590;1.16341;1.16093
2025-10-21 22:00:00;1.16594;1.16361;1.16127
2025-10-21 21:00:00;1.16604;1.16382;1.16160
2025-10-21 20:00:00;1.16611;1.16400;1.16189
2025-10-21 19:00:00;1.16608;1.16414;1.16220
2025-10-21 18:00:00;1.16607;1.16430;1.16253
2025-10-21 17:00:00;1.16612;1.16446;1.16279
2025-10-21 16:00:00;1.16616;1.16456;1.16296
2025-10-21 15:00:00;1.16621;1.16474;1.16328
2025-10-21 14:00:00;1.16641;1.16488;1.16335
2025-10-21 13:00:00;1.16651;1.16502;1.16353
2025-10-21 12:00:00;1.16647;1.16514;1.16382
2025-10-21 11:00:00;1.16689;1.16529;1.16368
2025-10-21 10:00:00;1.16717;1.16538;1.16358
2025-10-21 09:00:00;1.16736;1.16548;1.16361
2025-10-21 08:00:00;1.16747;1.16558;1.16369
2025-10-21 07:00:00;1.16750;1.16564;1.16377
2025-10-21 06:00:00;1.16755;1.16576;1.16398
2025-10-21 05:00:00;1.16749;1.16587;1.16425
2025-10-21 04:00:00;1.16744;1.16590;1.16437
2025-10-21 03:00:00;1.16735;1.16594;1.16453
2025-10-21 02:00:00;1.16735;1.16595;1.16455
2025-10-21 01:00:00;1.16749;1.16602;1.16456
2025-10-21 00:00:00;1.16756;1.16610;1.16463
2025-10-20 23:00:00;1.16757;1.16619;1.16480
2025-10-20 22:00:00;1.16765;1.16628;1.16490
2025-10-20 21:00:00;1.16778;1.16636;1.16494
2025-10-20 20:00:00;1.16777;1.16643;1.16508
2025-10-20 19:00:00;1.16784;1.16647;1.16510
2025-10-20 18:00:00;1.16799;1.16654;1.16508
2025-10-20 17:00:00;1.16832;1.16665;1.16497
2025-10-20 16:00:00;1.16872;1.16680;1.16489
2025-10-20 15:00:00;1.16934;1.16694;1.16455
2025-10-20 14:00:00;1.16975;1.16707;1.16439
2025-10-20 13:00:00;1.17050;1.16729;1.16407
2025-10-20 12:00:00;1.17111;1.16751;1.16392
2025-10-20 11:00:00;1.17191;1.16783;1.16375
2025-10-20 10:00:00;1.17231;1.16805;1.16378
2025-10-20 09:00:00;1.17262;1.16828;1.16394
2025-10-18 08:00:00;1.17276;1.16854;1.16431
2025-10-18 07:00:00;1.17275;1.16879;1.16483
2025-10-18 06:00:00;1.17272;1.16907;1.16541
2025-10-18 05:00:00;1.17280;1.16923;1.16566
2025-10-18 04:00:00;1.17278;1.16938;1.16599
2025-10-18 03:00:00;1.17267;1.16949;1.16631
2025-10-18 02:00:00;1.17258;1.16957;1.16656
2025-10-18 01:00:00;1.17250;1.16965;1.16679
2025-10-18 00:00:00;1.17230;1.16976;1.16722
2025-10-17 23:00:00;1.17211;1.16985;1.16758
2025-10-17 22:00:00;1.17210;1.16985;1.16760
2025-10-17 21:00:00;1.17239;1.16975;1.16711
2025-10-17 20:00:00;1.17246;1.16969;1.16691
2025-10-17 19:00:00;1.17271;1.16947;1.16622
2025-10-17 18:00:00;1.17285;1.16928;1.16572
2025-10-17 17:00:00;1.17283;1.16900;1.16516
2025-10-17 16:00:00;1.17271;1.16872;1.16473
2025-10-17 15:00:00;1.17222;1.16839;1.16457
