<TICKER>,<PER>,date,time,open,high,low,close,volume,<OPENINT>
WIG20,60,20240830,170000,2404.57,2412.16,2392.84,2412.16,20824317,0
WIG20,60,20240902,100000,2404.71,2408.42,2388.32,2399.03,1966769,0
WIG20,60,20240902,110000,2400.26,2419.4,2397.24,2419.38,1948964,0
WIG20,60,20240902,120000,2419.01,2433.48,2418.6,2432.72,2497167,0
WIG20,60,20240902,130000,2432.59,2445.88,2432.13,2440.12,2258086,0
WIG20,60,20240902,140000,2440.36,2446.12,2436.04,2446.04,1600077,0
WIG20,60,20240902,150000,2447.48,2456.94,2447.48,2451.53,1878053,0
WIG20,60,20240902,160000,2451.38,2463.56,2450.89,2461.82,2077292,0
WIG20,60,20240902,170000,2461.95,2467.23,2456.07,2456.07,4490128,0
WIG20,60,20240903,100000,2454.58,2457.66,2446.27,2448.48,1826027,0
WIG20,60,20240903,110000,2448.32,2450.08,2441.42,2447.94,1924754,0
WIG20,60,20240903,120000,2445.58,2445.65,2437.54,2437.62,1184812,0
WIG20,60,20240903,130000,2437.1,2444.16,2433.01,2441.69,1357175,0
WIG20,60,20240903,140000,2441.97,2449.67,2438.22,2444.78,1093965,0
WIG20,60,20240903,150000,2445.29,2447.53,2430.77,2431.3,1112595,0
WIG20,60,20240903,160000,2431.27,2437.27,2420.96,2423.92,1513661,0
WIG20,60,20240903,170000,2424.15,2424.15,2409.5,2409.5,5384160,0
WIG20,60,20240904,100000,2389.06,2392.57,2382.27,2384.78,1701976,0
WIG20,60,20240904,110000,2384.62,2396.64,2378.66,2385.93,1171734,0
WIG20,60,20240904,120000,2386.23,2397.54,2384.57,2392.26,1016171,0
WIG20,60,20240904,130000,2391.99,2402.86,2391.24,2401.58,1233639,0
WIG20,60,20240904,140000,2401.52,2403.93,2397.29,2398.6,597936,0
WIG20,60,20240904,150000,2398.49,2402.36,2393.32,2396.83,1202019,0
WIG20,60,20240904,160000,2396.57,2404.69,2393.79,2394.44,1618347,0
WIG20,60,20240904,170000,2394.59,2405.94,2384.52,2403.12,3735011,0
WIG20,60,20240905,100000,2397.92,2408.91,2388.34,2408.91,898204,0
WIG20,60,20240905,110000,2410.76,2413.62,2405.05,2405.48,1481966,0
WIG20,60,20240905,120000,2405.05,2406.87,2395.14,2401.54,911145,0
WIG20,60,20240905,130000,2401.4,2408.9,2401.4,2408.9,641333,0
WIG20,60,20240905,140000,2409.03,2414.75,2407.27,2408.01,1453207,0
WIG20,60,20240905,150000,2408.12,2408.89,2396.12,2401.63,1490757,0
WIG20,60,20240905,160000,2401.59,2401.59,2372.28,2372.79,1819872,0
WIG20,60,20240905,170000,2374.76,2388.66,2365.15,2371.94,5845313,0
WIG20,60,20240906,100000,2367.09,2370.89,2350.39,2362.38,1759326,0
WIG20,60,20240906,110000,2362.06,2362.67,2346.49,2352.6,1803185,0
WIG20,60,20240906,120000,2353.14,2360.45,2348.71,2359.44,914398,0
WIG20,60,20240906,130000,2359.46,2362.73,2356.06,2357.66,780647,0
WIG20,60,20240906,140000,2357.48,2363.6,2357.43,2363.04,1055805,0
WIG20,60,20240906,150000,2363.12,2375.15,2357.82,2366.92,1357962,0
WIG20,60,20240906,160000,2366.92,2368.03,2351.23,2351.23,1544568,0
WIG20,60,20240906,170000,2351.23,2352.99,2316.94,2318.2,7100591,0
WIG20,60,20240909,100000,2331.73,2335.67,2319.09,2331.19,1887640,0
WIG20,60,20240909,110000,2331.21,2331.96,2322.99,2327.3,1089975,0
WIG20,60,20240909,120000,2327.26,2334.06,2325.35,2332.1,753866,0
WIG20,60,20240909,130000,2332.07,2332.92,2322.74,2323.97,1071547,0
WIG20,60,20240909,140000,2323.95,2334.06,2323.95,2331.12,1195160,0
WIG20,60,20240909,150000,2331.26,2331.98,2325.34,2330.75,841449,0
WIG20,60,20240909,160000,2330.49,2333.65,2327.88,2333.16,1538673,0
WIG20,60,20240909,170000,2333.07,2338.79,2326.63,2330.89,3276479,0
WIG20,60,20240910,100000,2332.97,2344.16,2331.61,2335.87,1221308,0
WIG20,60,20240910,110000,2335.67,2338.1,2311.07,2311.59,1917858,0
WIG20,60,20240910,120000,2311.41,2316.79,2302.06,2314.81,1331887,0
WIG20,60,20240910,130000,2315.48,2321.4,2315.07,2315.16,966442,0
WIG20,60,20240910,140000,2314.68,2319.46,2311.3,2319.31,1309504,0
WIG20,60,20240910,150000,2319.34,2322.39,2314.97,2322.01,1261545,0
WIG20,60,20240910,160000,2321.81,2322.54,2309.6,2311.86,1440162,0
WIG20,60,20240910,170000,2311.7,2314.76,2300.78,2307.54,6351698,0
WIG20,60,20240911,100000,2306.1,2306.1,2283.53,2292.72,2503989,0
WIG20,60,20240911,110000,2292.71,2292.71,2276.67,2278.14,2096972,0
WIG20,60,20240911,120000,2277.7,2282.06,2271.05,2280.58,2005048,0
WIG20,60,20240911,130000,2280.76,2284.27,2275.88,2277.51,1645473,0
WIG20,60,20240911,140000,2277.47,2281.72,2274.93,2277.33,1270463,0
WIG20,60,20240911,150000,2277.42,2281.6,2270.25,2281.6,1274365,0
WIG20,60,20240911,160000,2281.65,2289.42,2275.95,2275.95,1658434,0
WIG20,60,20240911,170000,2275.01,2276.63,2259.99,2262.33,5896008,0
WIG20,60,20240912,100000,2301.51,2303.2,2290.5,2294.99,2159646,0
WIG20,60,20240912,110000,2294.85,2306.08,2286.56,2304.1,1477127,0
WIG20,60,20240912,120000,2304.15,2311.27,2301.83,2301.93,1282918,0
WIG20,60,20240912,130000,2301.79,2305.25,2296.58,2299.98,896226,0
WIG20,60,20240912,140000,2300.06,2301.94,2295.15,2300.92,995739,0
WIG20,60,20240912,150000,2300.9,2302.97,2292.4,2295.36,1157324,0
WIG20,60,20240912,160000,2295.45,2302.35,2286.1,2293.58,1386558,0
WIG20,60,20240912,170000,2293.17,2303.51,2292.85,2294.32,4572619,0
WIG20,60,20240913,100000,2302.97,2309.99,2302.14,2306.71,1289625,0
WIG20,60,20240913,110000,2306.14,2306.38,2299.98,2305.63,1214035,0
WIG20,60,20240913,120000,2305.09,2312.96,2304.1,2312.12,1509010,0
WIG20,60,20240913,130000,2310.14,2312.82,2305.07,2310.22,1427318,0
WIG20,60,20240913,140000,2310.22,2321.78,2310.13,2319.06,1520541,0
WIG20,60,20240913,150000,2318.88,2321.09,2314.18,2316.37,1277918,0
WIG20,60,20240913,160000,2316.24,2332.54,2313.6,2330.39,1783857,0
WIG20,60,20240913,170000,2330.41,2342.39,2328.65,2336.62,5125893,0
WIG20,60,20240916,100000,2320.15,2320.15,2297.41,2303.08,2097680,0
WIG20,60,20240916,110000,2303.01,2304.34,2297.65,2300.52,1672077,0
WIG20,60,20240916,120000,2300.32,2308.22,2300.32,2304.91,1372085,0
WIG20,60,20240916,130000,2305.01,2319.37,2303.58,2316.76,1176138,0
WIG20,60,20240916,140000,2316.34,2317.1,2311.43,2315.87,1029606,0
WIG20,60,20240916,150000,2315.78,2316.05,2302.92,2302.92,1869221,0
WIG20,60,20240916,160000,2302.45,2306.2,2297.08,2302.32,2098055,0
WIG20,60,20240916,170000,2301.68,2303.14,2285.79,2294.76,6334307,0
WIG20,60,20240917,100000,2308.76,2321.46,2305.75,2314.14,2560812,0
WIG20,60,20240917,110000,2313.5,2324.01,2310.12,2321.96,1399674,0
WIG20,60,20240917,120000,2322.35,2329.7,2320.95,2324.91,1667677,0
WIG20,60,20240917,130000,2324.44,2335.73,2321.52,2327.42,1445400,0
WIG20,60,20240917,140000,2327.29,2331.37,2322.19,2326.47,1629320,0
WIG20,60,20240917,150000,2325.54,2326.31,2317.98,2323.44,1782599,0
WIG20,60,20240917,160000,2323.67,2326.8,2319.98,2324.63,2400918,0
WIG20,60,20240917,170000,2325.42,2341.76,2324.41,2334.86,5259497,0
WIG20,60,20240918,100000,2342.45,2347.7,2331.67,2343.58,1443407,0
WIG20,60,20240918,110000,2343.81,2345.13,2328.94,2331.73,920114,0
WIG20,60,20240918,120000,2331.53,2336.39,2325.89,2333.04,1119558,0
WIG20,60,20240918,130000,2332.99,2334.31,2329.7,2332.3,783868,0
WIG20,60,20240918,140000,2332.28,2333.97,2318.26,2322.24,1070087,0
WIG20,60,20240918,150000,2322.22,2324.81,2316.85,2324.81,1327729,0
WIG20,60,20240918,160000,2324.87,2331.7,2324.84,2330.11,1754118,0
WIG20,60,20240918,170000,2330.67,2330.71,2320.23,2326.69,5538484,0
WIG20,60,20240919,100000,2326.27,2329.65,2310.92,2323.71,5648360,0
WIG20,60,20240919,110000,2323.93,2332.19,2321.21,2330.69,2547534,0
WIG20,60,20240919,120000,2330.79,2332.33,2326.64,2329.1,2206081,0
WIG20,60,20240919,130000,2328.89,2331.98,2325.36,2331.95,2490828,0
WIG20,60,20240919,140000,2332.04,2335.49,2322.68,2323.85,2383604,0
WIG20,60,20240919,150000,2324.02,2326.95,2313.65,2314.23,3058104,0
WIG20,60,20240919,160000,2314.79,2322.75,2313.67,2318.92,3256614,0
WIG20,60,20240919,170000,2318.94,2332.33,2318.41,2326.8,10777193,0
WIG20,60,20240920,100000,2333.13,2334.35,2303.36,2305.62,2060562,0
WIG20,60,20240920,110000,2305.23,2307.22,2298.91,2303.8,2067630,0
WIG20,60,20240920,120000,2303.59,2304.87,2294.08,2294.32,1961440,0
WIG20,60,20240920,130000,2294.1,2298.44,2291,2291,1600136,0
WIG20,60,20240920,140000,2290.94,2296.13,2289.07,2294.65,1481440,0
WIG20,60,20240920,150000,2294.92,2304,2292.69,2295.4,1354605,0
WIG20,60,20240920,160000,2295.36,2297.95,2280.83,2281.93,4998829,0
WIG20,60,20240920,170000,2283.44,2287.17,2269.39,2279.98,41771684,0
WIG20,60,20240923,100000,2292.92,2292.92,2270.69,2277.09,3300799,0
WIG20,60,20240923,110000,2277.16,2277.9,2259.19,2275.91,1699462,0
WIG20,60,20240923,120000,2275.44,2284.99,2272.61,2283.88,1303760,0
WIG20,60,20240923,130000,2283.87,2284.01,2278.31,2281.37,891120,0
WIG20,60,20240923,140000,2281.62,2289.71,2280.41,2289.49,1018395,0
WIG20,60,20240923,150000,2289.21,2290.37,2282.78,2285.68,1514464,0
WIG20,60,20240923,160000,2285.97,2289.11,2278.47,2283.58,1692957,0
WIG20,60,20240923,170000,2283.28,2296.94,2283.01,2286.81,4317616,0
WIG20,60,20240924,100000,2314.89,2324.49,2310.16,2324.01,2109700,0
WIG20,60,20240924,110000,2324.4,2330.78,2323.88,2329.06,2054305,0
WIG20,60,20240924,120000,2328.68,2339.73,2328.64,2334.51,2005271,0
WIG20,60,20240924,130000,2334.55,2338.52,2332.81,2332.91,1139765,0
WIG20,60,20240924,140000,2332.77,2334.19,2330.39,2331.96,1207485,0
WIG20,60,20240924,150000,2332.44,2338.57,2331.05,2337.67,1757774,0
WIG20,60,20240924,160000,2337.67,2351.47,2336.14,2346.93,2316156,0
WIG20,60,20240924,170000,2348.05,2348.05,2333.07,2337.49,5610954,0
WIG20,60,20240925,100000,2336.54,2342.03,2331.81,2335.33,1992169,0
WIG20,60,20240925,110000,2335.25,2338.97,2325.59,2328.23,1808139,0
WIG20,60,20240925,120000,2328.1,2342.5,2327.94,2340.66,1123870,0
WIG20,60,20240925,130000,2340.42,2343.67,2336.8,2342.64,956478,0
WIG20,60,20240925,140000,2342.86,2350.35,2339.4,2350.35,1305423,0
WIG20,60,20240925,150000,2349.96,2353.49,2346.83,2349.45,1631254,0
WIG20,60,20240925,160000,2348.99,2349.4,2340,2340.56,1507650,0
WIG20,60,20240925,170000,2340.37,2350.43,2338.72,2346.26,5053349,0
WIG20,60,20240926,100000,2369.02,2375.47,2359.83,2362.61,4543601,0
WIG20,60,20240926,110000,2363.16,2371.54,2360.11,2361.47,3285473,0
WIG20,60,20240926,120000,2361.93,2367.49,2361.43,2364.68,2769011,0
WIG20,60,20240926,130000,2364.51,2375.6,2363.17,2368.46,2938212,0
WIG20,60,20240926,140000,2368.05,2368.05,2358.67,2360.35,2968831,0
WIG20,60,20240926,150000,2360.22,2363.88,2355.01,2362.43,2282861,0
WIG20,60,20240926,160000,2361.92,2385.62,2361.29,2379.71,2794415,0
WIG20,60,20240926,170000,2379.56,2383.62,2364.57,2366.47,8236879,0
WIG20,60,20240927,100000,2369.56,2371.52,2353.65,2355.91,2121457,0
WIG20,60,20240927,110000,2355.47,2370.83,2355.47,2366.69,1254277,0
WIG20,60,20240927,120000,2365.73,2368.89,2359.74,2367.98,1405711,0
WIG20,60,20240927,130000,2368.26,2372.87,2366.76,2370.22,1624260,0
WIG20,60,20240927,140000,2369.84,2375.47,2369.69,2374.7,1405973,0
WIG20,60,20240927,150000,2374.76,2383.08,2374.76,2381.06,1881440,0
WIG20,60,20240927,160000,2381.06,2382.82,2376.47,2381.05,1988184,0
WIG20,60,20240927,170000,2381.4,2387.02,2380.03,2382.95,4552651,0
WIG20,60,20240930,100000,2374.16,2381.13,2355.67,2355.67,2664267,0
WIG20,60,20240930,110000,2355.47,2359.63,2345.1,2348.98,2054882,0
WIG20,60,20240930,120000,2348.9,2349.12,2337.04,2337.61,1300845,0
WIG20,60,20240930,130000,2337.45,2341.39,2329.88,2333.96,1553696,0
WIG20,60,20240930,140000,2333.93,2333.94,2326.15,2327.24,1280967,0
WIG20,60,20240930,150000,2326.73,2335.65,2326.73,2333.18,1944492,0
WIG20,60,20240930,160000,2333.04,2337.18,2328.93,2331.77,2041502,0
WIG20,60,20240930,170000,2332.08,2335.7,2324.13,2324.13,7922065,0
WIG20,60,20241001,100000,2335.42,2336.89,2301.51,2312.66,1620156,0
WIG20,60,20241001,110000,2313.34,2313.61,2297.03,2306.01,2118836,0
WIG20,60,20241001,120000,2305.47,2314.38,2302.42,2312.63,1382796,0
WIG20,60,20241001,130000,2312.54,2322.59,2309.9,2322.59,1187939,0
WIG20,60,20241001,140000,2322.09,2339.42,2322.09,2336.43,1596912,0
WIG20,60,20241001,150000,2337.14,2339.07,2331.84,2338.05,1815428,0
WIG20,60,20241001,160000,2337.99,2341.84,2314.71,2324.53,2148057,0
WIG20,60,20241001,170000,2324.41,2329.43,2303.87,2315.86,6251071,0
WIG20,60,20241002,100000,2316.05,2325.75,2303.11,2324.08,1501855,0
WIG20,60,20241002,110000,2323.46,2340.17,2320.62,2329.25,1163670,0
WIG20,60,20241002,120000,2329.25,2329.25,2312.12,2315.04,1123944,0
WIG20,60,20241002,130000,2315.15,2323.49,2307.82,2320.4,1097540,0
WIG20,60,20241002,140000,2320.38,2321.53,2314.78,2317.76,722395,0
WIG20,60,20241002,150000,2317.76,2323.07,2316.7,2320.19,1126735,0
WIG20,60,20241002,160000,2320.05,2323.64,2309.59,2319.34,1516832,0
WIG20,60,20241002,170000,2319.33,2323.19,2312.04,2317.7,4164243,0
WIG20,60,20241003,100000,2314.07,2314.07,2282.78,2282.78,2610426,0
WIG20,60,20241003,110000,2282.6,2294.39,2281.38,2290.97,1433926,0
WIG20,60,20241003,120000,2291.03,2296.17,2286.9,2290.77,1178717,0
WIG20,60,20241003,130000,2290.69,2294.74,2289.76,2290.91,1058846,0
WIG20,60,20241003,140000,2291.06,2294.95,2287.91,2290,1148754,0
WIG20,60,20241003,150000,2290.15,2291.25,2279.6,2285.6,1652368,0
WIG20,60,20241003,160000,2285.81,2289.39,2279.28,2287.88,1727078,0
WIG20,60,20241003,170000,2288.13,2292.9,2277.73,2280.66,5114997,0
WIG20,60,20241004,100000,2290.66,2298.03,2284.16,2293.88,1294802,0
WIG20,60,20241004,110000,2294.42,2298.03,2284.33,2287.2,982545,0
WIG20,60,20241004,120000,2287.91,2289.1,2279.89,2285.71,1024399,0
WIG20,60,20241004,130000,2285.74,2287.13,2274.04,2274.36,789160,0
WIG20,60,20241004,140000,2274.11,2282.6,2273.85,2282.07,839838,0
WIG20,60,20241004,150000,2282.57,2292.16,2276.98,2292.16,1241046,0
WIG20,60,20241004,160000,2292.73,2295.25,2283.28,2285.98,1766417,0
WIG20,60,20241004,170000,2285.21,2291.91,2283.8,2291.53,4540191,0
WIG20,60,20241007,100000,2306.17,2308.54,2281.69,2283.63,1876427,0
WIG20,60,20241007,110000,2284.69,2285.37,2274.07,2276.79,1420592,0
WIG20,60,20241007,120000,2277.42,2284.05,2269.11,2284.05,1519350,0
WIG20,60,20241007,130000,2283.65,2293.55,2282.92,2288.36,913111,0
WIG20,60,20241007,140000,2288.36,2293.25,2286.21,2290.42,974225,0
WIG20,60,20241007,150000,2290.47,2292.24,2286.31,2288.48,1383248,0
WIG20,60,20241007,160000,2288.91,2296.17,2283.94,2284.76,1677828,0
WIG20,60,20241007,170000,2284.59,2291.51,2283.22,2291.51,4436451,0
WIG20,60,20241008,100000,2277.33,2277.33,2257.08,2267.69,2668693,0
WIG20,60,20241008,110000,2267.59,2278.75,2264.83,2277.55,1829908,0
WIG20,60,20241008,120000,2277.8,2280.77,2274.2,2274.29,1538958,0
WIG20,60,20241008,130000,2274.37,2282.02,2274.37,2281.8,899835,0
WIG20,60,20241008,140000,2281.52,2287.37,2279.07,2287.04,1021593,0
WIG20,60,20241008,150000,2287.15,2293.87,2286.5,2290.88,1319336,0
WIG20,60,20241008,160000,2290.78,2294.3,2288.28,2294.3,1931919,0
WIG20,60,20241008,170000,2300.73,2300.73,2273.71,2284.75,5672942,0
WIG20,60,20241009,100000,2285.35,2298.07,2276.61,2298.07,1444650,0
WIG20,60,20241009,110000,2299.11,2311.12,2298.22,2311.03,1968810,0
WIG20,60,20241009,120000,2311.13,2324.94,2309.99,2321.99,1764447,0
WIG20,60,20241009,130000,2322.06,2326.8,2319.27,2319.27,1630289,0
WIG20,60,20241009,140000,2319.34,2320.8,2315.12,2316.79,1299174,0
WIG20,60,20241009,150000,2316.51,2322.53,2309.74,2311.48,1407137,0
WIG20,60,20241009,160000,2312.46,2327.61,2311.2,2327.01,1930129,0
WIG20,60,20241009,170000,2327.01,2329.74,2321.28,2321.28,4742974,0
WIG20,60,20241010,100000,2324.94,2331.54,2307,2307.06,1807486,0
WIG20,60,20241010,110000,2307.13,2308.22,2300.12,2303.84,1151488,0
WIG20,60,20241010,120000,2303.38,2312.6,2301.92,2310.18,903986,0
WIG20,60,20241010,130000,2310.08,2317.57,2308.82,2314.53,964906,0
WIG20,60,20241010,140000,2314.46,2315.92,2310.95,2314.59,918745,0
WIG20,60,20241010,150000,2314.66,2319.09,2307.16,2311.48,1408888,0
WIG20,60,20241010,160000,2311.46,2317.22,2302.05,2306.29,1755999,0
WIG20,60,20241010,170000,2307.21,2313.94,2306.61,2308.16,7726739,0
WIG20,60,20241011,100000,2322.22,2333.09,2310.68,2329.57,1855895,0
WIG20,60,20241011,110000,2329.35,2330.14,2320.09,2321.59,1158442,0
WIG20,60,20241011,120000,2321.61,2336.29,2321.61,2329.2,1282899,0
WIG20,60,20241011,130000,2329.3,2333.82,2329.3,2332.72,630812,0
WIG20,60,20241011,140000,2332.72,2337.47,2331.13,2334.93,1006542,0
WIG20,60,20241011,150000,2334.95,2336.26,2329.87,2329.97,1284052,0
WIG20,60,20241011,160000,2329.92,2339.89,2328.72,2337.6,1340395,0
WIG20,60,20241011,170000,2337.44,2340.2,2331.98,2333.75,3576774,0
WIG20,60,20241014,100000,2340.6,2341.74,2325.83,2327.97,1125354,0
WIG20,60,20241014,110000,2328.12,2331.34,2323.5,2328.35,1214794,0
WIG20,60,20241014,120000,2328.38,2334.43,2328.38,2330.12,909810,0
WIG20,60,20241014,130000,2329.95,2333.41,2327.63,2327.94,744870,0
WIG20,60,20241014,140000,2327.89,2333.6,2327.45,2331.72,600711,0
WIG20,60,20241014,150000,2331.74,2338.81,2331.74,2335.67,1046794,0
WIG20,60,20241014,160000,2335.56,2341.97,2330.59,2336.06,1375479,0
WIG20,60,20241014,170000,2335.77,2338.63,2327.5,2327.5,2877030,0
WIG20,60,20241015,100000,2337.89,2339.96,2323.57,2327.58,1683075,0
WIG20,60,20241015,110000,2327.48,2328.61,2308.65,2320.58,2109921,0
WIG20,60,20241015,120000,2320.64,2322.93,2316.23,2318.72,1217100,0
WIG20,60,20241015,130000,2319.12,2322.28,2316.79,2320.98,1245906,0
WIG20,60,20241015,140000,2320.97,2327.08,2320.54,2321.54,1002892,0
WIG20,60,20241015,150000,2321.14,2325.65,2319.83,2323.22,1446441,0
WIG20,60,20241015,160000,2323.48,2326.87,2315.8,2321.51,1695279,0
WIG20,60,20241015,170000,2321.64,2330.31,2315.44,2322.68,4801080,0
WIG20,60,20241016,100000,2318.72,2327.77,2311.74,2327.3,1835657,0
WIG20,60,20241016,110000,2327.31,2327.66,2317.17,2318,2643665,0
WIG20,60,20241016,120000,2318.28,2324.81,2317.17,2319.39,1963545,0
WIG20,60,20241016,130000,2319.4,2319.65,2312.95,2316.51,1575103,0
WIG20,60,20241016,140000,2316.12,2324.26,2316.12,2323.27,1687147,0
WIG20,60,20241016,150000,2323.91,2334.19,2323.82,2327.49,1593048,0
WIG20,60,20241016,160000,2328.51,2338.89,2327.66,2338.89,2693988,0
WIG20,60,20241016,170000,2337.23,2349.6,2336.1,2341,14501408,0
WIG20,60,20241017,100000,2345.01,2345.88,2332.35,2338.67,1382972,0
WIG20,60,20241017,110000,2338.6,2341.88,2334.33,2334.33,1207305,0
WIG20,60,20241017,120000,2334.22,2337.48,2328.37,2330.93,968910,0
WIG20,60,20241017,130000,2331,2333.63,2324.8,2331.5,931315,0
WIG20,60,20241017,140000,2331.65,2331.73,2318.44,2318.88,1031110,0
WIG20,60,20241017,150000,2319.07,2319.77,2306.82,2306.94,1479946,0
WIG20,60,20241017,160000,2307.23,2313.35,2288.73,2290.23,1690955,0
WIG20,60,20241017,170000,2290.58,2290.58,2280.05,2283.98,4982330,0
WIG20,60,20241018,100000,2295.26,2316.86,2294.47,2316.86,1053199,0
WIG20,60,20241018,110000,2317.82,2317.82,2307.51,2307.55,1273656,0
WIG20,60,20241018,120000,2307.82,2309.02,2301.86,2306.22,972593,0
WIG20,60,20241018,130000,2306.07,2311.95,2302.92,2311.85,811126,0
WIG20,60,20241018,140000,2311.99,2313.7,2310.08,2313.27,529830,0
WIG20,60,20241018,150000,2313.26,2313.78,2306.14,2307.16,639993,0
WIG20,60,20241018,160000,2307.14,2309.46,2299.39,2305.28,1132212,0
WIG20,60,20241018,170000,2305.14,2309.52,2303.1,2303.33,3286740,0
WIG20,60,20241021,100000,2301.99,2312.92,2299.32,2310.49,1118094,0
WIG20,60,20241021,110000,2310.18,2310.19,2299.23,2304.74,897038,0
WIG20,60,20241021,120000,2304.6,2305.25,2292.36,2298.37,1045622,0
WIG20,60,20241021,130000,2298.49,2298.49,2279.16,2279.16,1163267,0
WIG20,60,20241021,140000,2278.31,2281.87,2272.7,2278.85,1078260,0
WIG20,60,20241021,150000,2278.5,2283.62,2275.88,2279.84,1049658,0
WIG20,60,20241021,160000,2280.11,2288.57,2279.31,2287.18,1378544,0
WIG20,60,20241021,170000,2286.62,2290.98,2275.21,2278.75,3755122,0
WIG20,60,20241022,100000,2281.84,2282.88,2265.63,2266.63,1955176,0
WIG20,60,20241022,110000,2266.54,2271.62,2261.17,2269.46,1828044,0
WIG20,60,20241022,120000,2269.55,2269.68,2251.47,2252.62,1666845,0
WIG20,60,20241022,130000,2252.87,2257.09,2246.96,2249.03,1835273,0
WIG20,60,20241022,140000,2248.71,2259.52,2248.71,2256.09,1775074,0
WIG20,60,20241022,150000,2256.05,2259.03,2247.61,2251.95,2278631,0
WIG20,60,20241022,160000,2252.15,2263.2,2249.39,2253.72,2321659,0
WIG20,60,20241022,170000,2254.36,2260.33,2247.2,2250.38,5462592,0
WIG20,60,20241023,100000,2246.83,2252.64,2233.14,2233.65,1338449,0
WIG20,60,20241023,110000,2233.89,2239.08,2228.89,2233.12,1304404,0
WIG20,60,20241023,120000,2233.19,2242.97,2233,2240.14,1402335,0
WIG20,60,20241023,130000,2239.83,2239.83,2227.14,2229.73,1224566,0
WIG20,60,20241023,140000,2229.56,2240.12,2229.45,2238.96,1304508,0
WIG20,60,20241023,150000,2239.05,2241.01,2235.76,2237.5,1827566,0
WIG20,60,20241023,160000,2237.71,2256.93,2237.49,2253.63,1935360,0
WIG20,60,20241023,170000,2253.49,2261.54,2246.08,2256.21,4794798,0
WIG20,60,20241024,100000,2262.17,2277.28,2250.99,2272.52,1470106,0
WIG20,60,20241024,110000,2272.62,2273.64,2265.31,2267.19,1124971,0
WIG20,60,20241024,120000,2266.97,2267.66,2256.91,2259.14,1070628,0
WIG20,60,20241024,130000,2258.72,2264.23,2252.9,2254.01,920456,0
WIG20,60,20241024,140000,2253.88,2255.7,2248.17,2251.49,1066842,0
WIG20,60,20241024,150000,2251.42,2252.71,2244.81,2251.47,949954,0
WIG20,60,20241024,160000,2251.46,2251.46,2243.43,2249.24,1198295,0
WIG20,60,20241024,170000,2249.34,2250.75,2245.55,2245.55,4813868,0
WIG20,60,20241025,100000,2241.19,2242.81,2225.52,2234.85,1037274,0
WIG20,60,20241025,110000,2235.18,2241.17,2227.7,2237.9,957903,0
WIG20,60,20241025,120000,2237.25,2249.16,2237.09,2243.49,883820,0
WIG20,60,20241025,130000,2243.55,2244.38,2233.5,2233.5,1277765,0
WIG20,60,20241025,140000,2233.52,2238.23,2231.92,2236.8,715237,0
WIG20,60,20241025,150000,2236.73,2248.79,2236.36,2248.48,1004879,0
WIG20,60,20241025,160000,2248.42,2250.1,2243.61,2245.79,1078527,0
WIG20,60,20241025,170000,2245.94,2253.62,2240.76,2245.25,4522497,0
WIG20,60,20241028,100000,2255.75,2263.1,2254.89,2257.37,821051,0
WIG20,60,20241028,110000,2257.57,2263.28,2253.56,2263.28,1009289,0
WIG20,60,20241028,120000,2263.75,2265.19,2250.48,2250.88,650800,0
WIG20,60,20241028,130000,2250.79,2255.56,2241,2241.45,1103035,0
WIG20,60,20241028,140000,2241.35,2241.35,2233.3,2238.95,1230589,0
WIG20,60,20241028,150000,2238.87,2248.13,2237.68,2246.04,745048,0
WIG20,60,20241028,160000,2246.01,2257.71,2243.11,2255.39,1035530,0
WIG20,60,20241028,170000,2255.03,2255.39,2243.04,2245.79,3540394,0
WIG20,60,20241029,100000,2259.06,2261.59,2244.93,2257.6,912855,0
WIG20,60,20241029,110000,2257.54,2274.9,2256.35,2269.69,1279902,0
WIG20,60,20241029,120000,2269.77,2276.18,2267.38,2276.18,1083012,0
WIG20,60,20241029,130000,2276.71,2283.84,2271.96,2276.88,1443110,0
WIG20,60,20241029,140000,2276.93,2277.63,2267.75,2268.12,1131603,0
WIG20,60,20241029,150000,2267.95,2272.68,2264.25,2269.58,1121255,0
WIG20,60,20241029,160000,2269.85,2278.33,2268.24,2272.31,1840661,0
WIG20,60,20241029,170000,2272.08,2285.42,2265,2284.76,4741261,0
WIG20,60,20241030,100000,2282.48,2282.48,2270.01,2272.51,1112678,0
WIG20,60,20241030,110000,2272.49,2274.56,2267.78,2273.48,1242122,0
WIG20,60,20241030,120000,2273.4,2273.4,2261.8,2261.8,1420441,0
WIG20,60,20241030,130000,2261.22,2263.21,2253.35,2254.62,1543018,0
WIG20,60,20241030,140000,2254.73,2255.06,2244.75,2247.27,1702038,0
WIG20,60,20241030,150000,2247.49,2247.5,2235.37,2244.57,2066065,0
WIG20,60,20241030,160000,2244.78,2245.14,2224.28,2228.2,2410084,0
WIG20,60,20241030,170000,2228.71,2236.34,2225.16,2230.54,5273126,0
WIG20,60,20241031,100000,2212.53,2219.43,2207.82,2216.98,1588553,0
WIG20,60,20241031,110000,2217.47,2217.47,2205.1,2213.35,1407621,0
WIG20,60,20241031,120000,2213.59,2220.44,2209.69,2218.03,1472994,0
WIG20,60,20241031,130000,2217.89,2220.67,2213.82,2215.79,1043958,0
WIG20,60,20241031,140000,2216.02,2220.68,2214.39,2215.15,1401179,0
